img;score
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\52.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\53.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\54.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\55.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\56.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\57.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\58.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\59.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\6.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\60.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\61.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\62.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\63.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\64.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\65.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\66.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\67.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\68.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\69.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\7.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\70.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\71.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\72.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\73.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\74.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\75.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\76.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\77.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\78.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\79.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\8.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\80.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\81.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\82.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\83.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\84.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\85.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\86.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\87.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\88.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\89.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\9.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\90.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\91.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\92.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\93.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\94.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\95.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\96.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\97.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\98.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_01_C.avi\99.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\0.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\1.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\10.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\100.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\101.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\102.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\103.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\104.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\105.png;[0.00759771]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\106.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\107.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\108.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\109.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\11.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\110.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\111.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\112.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\113.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\114.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\115.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\116.png;[3.6865473e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\117.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\118.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\119.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\12.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\120.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\121.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\122.png;[1.013279e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\123.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\124.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\125.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\126.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\127.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\128.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\129.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\13.png;[9.23872e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\130.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\131.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\132.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\133.png;[1.2934208e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\134.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\135.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\136.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\137.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\138.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\139.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\14.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\140.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\141.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\142.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\143.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\144.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\145.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\146.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\147.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\148.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\149.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\15.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\150.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\151.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\152.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\153.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\154.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\155.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\156.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\157.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\158.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\159.png;[9.23872e-06]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\16.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\160.png;[5.9604645e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\161.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\162.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\163.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\164.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\165.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\166.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\167.png;[1.3291836e-05]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\168.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\169.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\17.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\170.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\171.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\172.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\173.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\174.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\175.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\176.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\177.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\178.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\179.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\18.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\180.png;[0.07876575]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\181.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\182.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\183.png;[2.9802322e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\184.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\185.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\186.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\187.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\188.png;[0.00020123]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\189.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\19.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\190.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\191.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\192.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\193.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\194.png;[0.9669635]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\195.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\196.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\197.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\198.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\199.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\2.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\20.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\200.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\201.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\202.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\203.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\204.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\205.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\206.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\207.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\208.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\209.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\21.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\210.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\211.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\212.png;[0.9868684]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\213.png;[0.9563799]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\214.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\215.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\216.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\217.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\218.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\219.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\22.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\220.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\221.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\222.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\223.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\224.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\225.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\226.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\227.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\228.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\229.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\23.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\230.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\231.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\232.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\233.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\234.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\235.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\236.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\237.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\238.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\239.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\24.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\240.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\241.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\242.png;[0.9868578]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\243.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\244.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\245.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\246.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\247.png;[0.09849063]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\248.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\249.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\25.png;[8.940697e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\250.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\251.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\252.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\253.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\254.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\255.png;[5.9604645e-08]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\256.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\257.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\258.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\259.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\26.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\260.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\261.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\262.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\263.png;[1.4901161e-07]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\264.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\265.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\266.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\267.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\268.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\269.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\27.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\270.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\271.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\272.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\273.png;[0.]
D:\Pattern_Letters_HR_PAD\BBDD\3DMAD\RawFrames\01_01_02_C.avi\274.png;[2.9802322e-08]
